Date,Home Team,Home Pitcher,Home Lineup Confirmed,Home Lineup,Away Team,Away Pitcher,Away Lineup Confirmed,Away Lineup
2021-04-07,Washington Nationals,Erick Fedde,True,"[645302, 607208, 665742, 516770, 664057, 541650, 671277, 475582, 668663, 544931, 628450, 663432]",Atlanta Braves,Max Fried,True,"[660670, 645277, 518692, 542303, 656794, 663586, 621020, 656577, 467055, 542255, 665506, 660623, 592426, 518595]"
2021-04-07,Washington Nationals,Stephen Strasburg,True,"[571980, 592206, 608371, 607468, 458015, 607237, 519058, 669222, 663697, 571657, 663886, 622491, 606157]",Atlanta Braves,Huascar Ynoa,True,"[621028, 594694, 592567, 595943, 570481, 570256, 641583, 593140, 670280, 607732, 605421, 641771, 668804, 608717, 546990]"
2021-04-07,Cincinnati Reds,Luis Castillo,True,"[457705, 656555, 547180, 592663, 664761, 544369, 593576, 516416, 656514, 605151, 656322, 591720, 605400, 459964, 641401, 596451]",Pittsburgh Pirates,Chad Kuhl,True,"[607043, 596019, 624424, 624413, 642086, 542340, 543510, 664192, 643446, 641645, 656849, 606930, 546991, 476454, 621512]"
2021-04-07,Cleveland Indians,Shane Bieber,True,"[592192, 476704, 657656, 519048, 656305, 664913, 664789, 572039, 643393, 462101, 605244, 669221, 666200, 592473, 489265, 518617, 642152, 433589]",Kansas City Royals,Jakob Junis,True,"[621035, 608369, 457759, 669257, 572041, 571970, 605131, 621458, 666158, 656716, 545333, 608349, 624647, 445276, 519076]"
2021-04-07,Boston Red Sox,Nathan Eovaldi,True,"[571771, 646240, 502110, 593428, 614173, 543877, 592669, 624414, 666915, 608700, 543135, 657031]",Tampa Bay Rays,Ryan Yarbrough,True,"[660294, 640457, 668227, 664040, 650490, 621563, 656821, 622534, 670712, 642336, 641929, 642715, 642232, 543521]"
2021-04-07,Detroit Tigers,Matthew Boyd,True,"[645302, 607208, 665742, 475582, 516770, 541650, 671277, 664057, 518960, 607200, 641851, 680963, 621348, 640448, 501593, 666198, 593833]",Minnesota Twins,Kenta Maeda,True,"[660670, 645277, 518692, 542303, 519293, 518595, 621020, 663586, 542255, 608331, 622666, 458708, 518858, 467055, 621345, 665506]"
2021-04-07,Texas Rangers,Kyle Gibson,True,"[643396, 621311, 608336, 669256, 663993, 624431, 642201, 665750, 518586, 502043, 622250, 456713, 453178]",Toronto Blue Jays,Hyun Jin Ryu,True,"[543760, 624415, 666182, 606192, 665489, 666971, 545341, 605412, 641505, 643376, 642133, 547943, 641835, 503569]"
2021-04-07,Chicago Cubs,Kyle Hendricks,True,"[543257, 650489, 408234, 600869, 608577, 570731, 668731, 467092, 622682, 571510, 542585]",Milwaukee Brewers,Brandon Woodruff,True,"[641598, 664247, 596146, 443558, 593871, 621439, 593934, 553902, 592743, 595909, 628317, 570663, 517008]"
2021-04-07,Oakland Athletics,Jesús Luzardo,True,"[664023, 519299, 519203, 592178, 592626, 595879, 518792, 547172, 575929, 543294, 623520, 621219, 605177, 622110, 518886, 519443, 545350]",Los Angeles Dodgers,Trevor Bauer,True,"[456715, 669374, 543939, 592885, 541645, 543768, 649966, 444489, 553882, 621002, 605540, 642207, 623352, 596129, 656420, 502202]"
2021-04-07,Philadelphia Phillies,Aaron Nola,True,"[592325, 514917, 608070, 592696, 614177, 647304, 641343, 547379, 665926, 669456, 675916, 661403, 621295]",New York Mets,David Peterson,True,"[593160, 643217, 467793, 521692, 624585, 641531, 664728, 572191, 670032, 596001, 534910, 605130, 518813, 641394]"
2021-04-07,San Diego Padres,Blake Snell,True,"[571745, 664034, 572122, 657108, 592530, 664238, 623323, 608596, 666211, 664059, 641487, 643290, 676684, 608665, 664948, 606160]",San Francisco Giants,Kevin Gausman,True,"[594809, 571875, 547989, 518735, 641470, 673357, 663611, 571740, 683734, 664901, 572971, 641582, 614179, 607481, 521230]"
2021-04-07,Seattle Mariners,Justin Dunn,True,"[641658, 572008, 656541, 596115, 543068, 641857, 658069, 553869, 602074, 622608, 606132, 642068]",Chicago White Sox,Dallas Keuchel,True,"[668942, 606466, 592761, 519390, 461872, 621500, 572233, 444482, 452678, 500871, 608348, 641796, 518516, 642165]"
2021-04-07,Miami Marlins,Pablo López,True,"[518934, 650402, 543305, 519317, 642180, 640449, 457803, 596142, 643565, 543309, 570482, 458731, 592791, 656793, 503285, 642528, 547973, 643338, 570666]",St. Louis Cardinals,Jack Flaherty,True,"[656775, 641820, 623993, 663624, 663630, 596748, 600474, 547004, 520471, 602104, 642082, 642162, 607644, 622253, 656945, 542888, 491624, 643316]"
2021-04-07,New York Yankees,Jameson Taillon,True,"[630105, 571976, 592518, 543333, 669134, 595777, 673490, 622761, 605483, 657434, 592865, 677960, 519141, 502054, 453343, 657612, 672779]",Baltimore Orioles,John Means,True,"[596103, 573262, 456781, 446334, 527038, 474832, 573131, 543063, 592200, 643289, 543105, 592332, 643511, 600303, 459429, 593974]"
2021-04-07,Colorado Rockies,Antonio Senzatela,True,"[572816, 516782, 542583, 643265, 605119, 665862, 542932, 595453, 641154, 571670, 643256, 621446, 647315, 595928]",Arizona Diamondbacks,Madison Bumgarner,True,"[669242, 502671, 571448, 657557, 572761, 650893, 596056, 663855, 425877, 641933, 666185, 656427, 642211]"
2021-04-08,New York Mets,Taijuan Walker,True,"[594809, 673357, 547989, 660162, 606213, 518735, 608384, 663611, 664901, 458681]",Miami Marlins,Nick Neidert,True,"[593160, 593643, 643217, 467793, 521692, 595956, 624585, 641531, 664728, 572191, 670032, 641745, 622092, 672578, 622251, 451584]"
2021-04-08,Pittsburgh Pirates,Tyler Anderson,True,"[656775, 641820, 623993, 663624, 596748, 600474, 520471, 547004, 642162, 518774, 643316, 622253, 542888, 669330, 453281]",Chicago Cubs,Jake Arrieta,True,"[571771, 657077, 502110, 646240, 543877, 503556, 624414, 614173, 666915, 593958, 676477, 542882, 598264]"
2021-04-08,Baltimore Orioles,Matt Harvey,True,"[593871, 664247, 443558, 621439, 641598, 553902, 596146, 595909, 593934, 592743, 650333, 621244, 573204, 660896, 663399]",Boston Red Sox,Eduardo Rodriguez,True,"[571745, 664034, 572122, 592530, 664238, 666211, 620443, 664059, 641487, 594835, 608716, 664714]"
2021-04-08,Colorado Rockies,Jon Gray,True,"[607043, 596019, 624424, 624413, 642086, 542340, 643446, 543510, 592836, 607680, 612434, 543507, 621242, 641645]",Arizona Diamondbacks,Merrill Kelly,True,"[572816, 500743, 516782, 542583, 605119, 594807, 665862, 446321, 642423, 542947, 554340, 643265, 542914, 595453, 663734, 542932]"
2021-04-08,Minnesota Twins,José Berríos,True,"[543760, 624415, 666182, 606192, 665489, 666971, 545341, 605412, 643376, 642133, 641505, 672386, 548389, 663423, 605447, 475479, 657240, 621366, 503569]",Seattle Mariners,Marco Gonzales,True,"[664058, 660271, 545361, 543685, 665120, 457708, 578428, 435559, 451594, 656288, 642083, 453265, 594577, 518553, 448855, 628452]"
2021-04-08,Chicago White Sox,Lance Lynn,True,"[669242, 572761, 453192, 606149, 621573, 621052, 571448, 657557, 425877, 666185, 642211, 641933, 425794, 664854, 596056]",Kansas City Royals,Brad Keller,True,"[543939, 621002, 669374, 592885, 543768, 598265, 456715, 553882, 649966, 596129, 669203, 642233, 656876, 641856]"
2021-04-08,St. Louis Cardinals,Adam Wainwright,True,"[624428, 621028, 668804, 592567, 595943, 570256, 607732, 641583, 542881, 605280, 570481, 605195, 607572, 670280, 594694, 593144]",Milwaukee Brewers,Corbin Burnes,True,"[575929, 592178, 519203, 595879, 592626, 595465, 518886, 545350, 518792, 623520, 453562, 519299, 571521, 664023]"
2021-04-08,Toronto Blue Jays,Ross Stripling,True,"[514888, 488726, 608324, 670541, 621043, 493329, 663656, 664702, 488771, 664299, 592773, 642130, 660600, 501925, 548384]",Los Angeles Angels,Griffin Canning,True,"[592192, 621566, 657656, 656305, 519048, 605244, 669221, 664913, 572039, 462101, 643393, 476704, 608344, 605525, 500610]"
2021-04-08,Houston Astros,Cristian Javier,True,"[641658, 606132, 596115, 453568, 641857, 658069, 656541, 624513, 592351, 622075, 608032, 453268]",Oakland Athletics,Cole Irvin,True,"[641796, 642165, 572233, 444482, 656976, 500871, 519390, 672695, 452678, 656464, 661255, 621500, 518876, 668942]"
2021-04-09,Tampa Bay Rays,Rich Hill,True,"[643396, 660731, 608336, 663993, 669256, 608597, 624431, 642201, 621311, 665750, 685503, 621129, 667463, 622250, 621368]",New York Yankees,Corey Kluber,True,"[663757, 595777, 592518, 543333, 571976, 630105, 502054, 673490, 605170, 605397]"
2021-04-09,Los Angeles Dodgers,Walker Buehler,True,"[642708, 592325, 514917, 608070, 592696, 614177, 647304, 641343, 547379, 665926, 668676, 543766, 661403]",Washington Nationals,Joe Ross,True,"[650489, 600869, 408234, 608577, 570731, 467092, 668731, 592348, 592444, 502706, 571656, 605242]"
2021-04-09,San Francisco Giants,Johnny Cueto,True,"[660294, 640457, 668227, 664040, 650490, 621563, 642715, 621433, 572287, 448179, 519326, 607391]",Colorado Rockies,Austin Gomber,True,"[518934, 519317, 543305, 650402, 457803, 596142, 640449, 643565, 642180, 446372, 656793, 476595, 570666]"
2021-04-09,Toronto Blue Jays,David Phelps,True,"[596103, 573262, 456781, 573131, 474832, 527038, 457763, 643289, 543105, 543063, 456501, 459429]",Los Angeles Angels,Andrew Heaney,True,"[641658, 641857, 596115, 453568, 656541, 543068, 606132, 658069, 624513, 596295, 641755, 641386, 596112, 642068, 572008]"
2021-04-09,Cleveland Indians,Zach Plesac,True,"[660670, 645277, 518692, 542303, 592426, 518595, 621020, 663586, 665506, 450203, 501303, 554431, 518858, 542255]",Detroit Tigers,Julio Teheran,True,"[457705, 656555, 547180, 592663, 664761, 544369, 516416, 656514, 571735, 554430, 445213, 596451]"
2021-04-09,Atlanta Braves,Charlie Morton,True,"[621035, 608369, 457759, 571970, 669257, 666158, 572041, 656716, 595014, 608349, 621111, 624647, 670042]",Philadelphia Phillies,Zack Wheeler,True,"[645302, 607208, 665742, 475582, 516770, 664057, 671277, 541650, 518960, 605452, 501593, 593833, 543228, 628450, 621348]"
2021-04-09,Texas Rangers,Kohei Arihara,True,"[543760, 545341, 666182, 665489, 666971, 605412, 624415, 641505, 672386, 641943, 475479, 643615, 606303, 676709]",San Diego Padres,Joe Musgrove,True,"[664058, 660271, 545361, 543685, 665120, 457708, 578428, 545358, 451594, 670351, 571760, 592222, 669735]"
2021-04-09,Houston Astros,Lance McCullers Jr.,True,"[514888, 488726, 608324, 670541, 493329, 621043, 663656, 664702, 455117, 621121, 650556, 642130, 501925]",Oakland Athletics,Sean Manaea,True,"[592192, 657656, 476704, 621566, 656305, 572039, 664913, 462101, 605244, 640455, 433589, 642152, 518617]"
2021-04-09,Arizona Diamondbacks,Taylor Widener,True,"[641796, 594777, 572233, 444482, 621500, 461872, 592233, 518516, 622065, 452678, 500871, 668942, 608348, 642203, 642165, 592761, 656976]",Cincinnati Reds,Tyler Mahle,True,"[608385, 669222, 592206, 458015, 553993, 519058, 571980, 606157, 663697, 448281, 608371, 672335, 663886, 607237, 571466, 641816, 607468, 622088, 592135, 571657]"
2021-04-10,New York Mets,Jacob deGrom,True,"[643396, 621311, 608336, 663993, 669256, 608597, 641680, 642201, 660731, 543475, 605138, 622250, 656685, 676969]",Miami Marlins,Trevor Rogers,True,"[663757, 595777, 592518, 622761, 543333, 571976, 630105, 502054, 669134, 605170, 673490, 663978, 677960, 605309, 657612, 519141, 453343]"
2021-04-10,Tampa Bay Rays,Chris Archer,True,"[624428, 595943, 668804, 592567, 570481, 570256, 607732, 546990, 656605, 594694, 621249, 605280, 641583, 593140]",New York Yankees,Domingo Germán,True,"[664023, 575929, 519443, 519203, 592178, 592626, 595879, 518792, 623520, 605200, 621219, 519299, 596027, 622110, 592094, 547172]"
2021-04-10,Minnesota Twins,Michael Pineda,True,"[656775, 641820, 623993, 663624, 621466, 663630, 596748, 547004, 520471, 642082, 600474, 669145, 592644, 656945, 491624, 622253, 453281]",Seattle Mariners,Yusei Kikuchi,True,"[571771, 657077, 593428, 543877, 646240, 503556, 624414, 614173, 666915, 608700, 656308, 542882, 572070, 650382, 493603, 657031, 598264]"
2021-04-10,St. Louis Cardinals,Carlos Martinez,True,"[607043, 596019, 624424, 624413, 642086, 543510, 643446, 542340, 594798, 607680, 621242, 544727]",Milwaukee Brewers,Adrian Houser,True,"[572816, 516782, 542583, 643265, 642423, 605119, 665862, 500743, 595453, 669432, 571670, 594807, 542947, 554340]"
2021-04-10,Houston Astros,José Urquidy,True,"[660294, 640457, 668227, 664040, 650490, 621563, 642715, 621433, 642336, 502042, 552640, 605488, 657044, 642003, 607391]",Oakland Athletics,Frankie Montas,True,"[518934, 592450, 543305, 519317, 650402, 458731, 596142, 570482, 457803, 593334, 458677, 642528, 570666]"
2021-04-10,San Francisco Giants,Logan Webb,True,"[669242, 502671, 571448, 657557, 663765, 668800, 425877, 666185, 641933, 621573, 642211, 593372, 572761, 664854, 596056, 643778, 453192, 624641]",Colorado Rockies,Chi Chi González,True,"[598265, 592885, 541645, 458676, 543768, 553882, 669374, 607054, 608718, 656420, 641856, 649966, 605288, 621002]"
2021-04-10,Cleveland Indians,Aaron Civale,True,"[656669, 514917, 608070, 592696, 614177, 642708, 592325, 644374, 547379, 665926, 650644, 424144, 663986]",Detroit Tigers,Tarik Skubal,True,"[543257, 650489, 600869, 408234, 592444, 608577, 605612, 592348, 622682, 668731, 606988, 669373, 656638, 650530, 641302]"
2021-04-10,Pittsburgh Pirates,Mitch Keller,True,"[593871, 664247, 553902, 443558, 595909, 621439, 641598, 596146, 593934, 592743, 650333, 501381, 608648, 517008, 573124]",Chicago Cubs,Zach Davies,True,"[571745, 664034, 572122, 592530, 620443, 664238, 666211, 664059, 623323, 641487, 579328, 594987, 606160, 608665, 641871]"
2021-04-10,Baltimore Orioles,Bruce Zimmermann,True,"[600303, 573262, 543105, 474832, 527038, 446334, 543063, 457763, 643289, 657277, 456781, 670056, 573131, 606625, 643511, 459429]",Boston Red Sox,Garrett Richards,True,"[641658, 641857, 596115, 453568, 543068, 606132, 658069, 553869, 592346, 641386, 622075, 656541, 468504, 571710, 676701]"
2021-04-10,Texas Rangers,Jordan Lyles,True,"[514888, 488726, 621043, 670541, 493329, 663656, 649557, 664702, 455117, 664353, 656232, 592773, 519151]",San Diego Padres,Chris Paddack,True,"[592192, 657656, 476704, 621566, 656305, 669221, 664913, 462101, 664789, 593423, 489265, 518617, 605525]"
2021-04-10,Toronto Blue Jays,Steven Matz,True,"[641796, 594777, 572233, 444482, 452678, 500871, 605113, 519390, 642092, 664199, 642165, 661255]",Los Angeles Angels,Jose Quintana,True,"[571980, 592206, 458015, 553993, 519058, 669222, 663697, 571466, 656546, 672335, 608334, 571657, 607219, 606157]"
2021-04-10,Atlanta Braves,Ian Anderson,True,"[660670, 645277, 518692, 542303, 519293, 518595, 621020, 663586, 665506, 666120, 656794, 501303, 554431, 542255]",Philadelphia Phillies,Zach Eflin,True,"[457705, 656555, 605151, 621237, 656322, 547180, 664761, 544369, 516416, 595284, 656514, 596451, 621107, 592663]"
2021-04-10,Arizona Diamondbacks,Riley Smith,True,"[621035, 608369, 457759, 669257, 571970, 572041, 666158, 656716, 628711, 519076, 642701, 607461, 518397]",Cincinnati Reds,Jeff Hoffman,True,"[645302, 607208, 665742, 475582, 593833, 518960, 516770, 474568, 543228, 541650, 628450, 621348, 640448, 671277, 571578, 608723, 664057]"
2021-04-10,Los Angeles Dodgers,Julio Urías,True,"[543760, 666182, 605412, 665489, 545341, 642133, 669289, 641505, 643376, 641943, 571927, 543548]",Washington Nationals,Patrick Corbin,True,"[664058, 660271, 545361, 665120, 543685, 405395, 457708, 670351, 578428, 435559, 501571, 500779, 642545, 448855, 642083]"
2021-05-14,Chicago White Sox,Dylan Cease,True,"[641313, 594809, 660162, 547989, 641470, 606213, 518735, 683734, 544725, 663611, 608337, 656725]",Kansas City Royals,Mike Minor,True,"[593160, 467793, 643217, 521692, 624585, 641531, 593643, 572191, 595956, 670032, 641745, 605130, 622251]"
2021-04-11,Baltimore Orioles,Jorge López,True,"[643396, 642201, 608336, 669256, 663993, 624431, 518586, 608597, 660731, 665750, 592314, 621129, 453178]",Boston Red Sox,Nick Pivetta,True,"[663757, 595777, 592518, 543333, 571976, 630105, 502054, 605170, 673490, 670970, 489334, 592865, 657612, 613534, 641941, 453343]"
2021-04-11,Pittsburgh Pirates,JT Brubaker,True,"[544725, 673357, 547989, 660162, 606213, 608384, 683734, 594809, 641470, 663611, 664901, 656302, 656629, 607481, 676051, 521230, 676979]",Chicago Cubs,Trevor Williams,True,"[593160, 643217, 521692, 467793, 624585, 641531, 593643, 664728, 572191, 670032, 501985, 605130, 451584, 622251, 534910, 518813, 622092]"
2021-04-11,Cleveland Indians,Logan Allen,True,"[665926, 514917, 608070, 592696, 614177, 647304, 642708, 592325, 656669, 641343, 644374, 595978, 663531, 543766, 621295, 675916, 661403]",Detroit Tigers,José Ureña,True,"[543257, 650489, 592348, 600524, 600869, 467092, 570731, 608577, 592444, 570632, 596057, 542585, 642397]"
2021-04-11,New York Mets,Taijuan Walker,True,"[600303, 456781, 573262, 543105, 643289, 474832, 446334, 543063, 592200, 664774, 543101, 573131, 501625, 643511, 527038, 593974]",Miami Marlins,Elieser Hernández,True,"[641658, 606132, 596115, 453568, 641857, 658069, 656541, 624513, 676701, 608566, 596112, 602074, 608032, 642068, 553869]"
2021-04-11,Tampa Bay Rays,Brent Honeywell,True,"[650490, 621433, 668227, 640457, 622534, 670712, 660294, 664040, 642715, 572287, 656821, 641703, 608379, 642003, 657044, 650895, 543521]",New York Yankees,Jordan Montgomery,True,"[518934, 592450, 543305, 519317, 643565, 650402, 596059, 596142, 570482, 458731, 656756, 643338, 503285, 547973, 656061]"
2021-04-11,Minnesota Twins,Matt Shoemaker,True,"[624428, 595943, 668804, 592567, 621028, 570256, 607732, 641583, 664141, 607572, 608717, 594694, 605195, 670280]",Seattle Mariners,Chris Flexen,True,"[664023, 575929, 519203, 592178, 592626, 595879, 518792, 519299, 571521, 592094, 622110, 592866, 623520, 572193, 595465]"
2021-04-11,Chicago White Sox,Dylan Cease,True,"[650333, 593871, 443558, 621439, 596146, 593934, 595909, 680777, 592743, 533167, 664054, 573204, 570663, 517008, 660896]",Kansas City Royals,Mike Minor,True,"[571745, 664034, 657108, 572122, 592530, 664238, 620443, 666211, 608596, 641487, 623323, 664059, 623167, 676684, 608716, 606160]"
2021-04-11,St. Louis Cardinals,Daniel Ponce de Leon,True,"[669242, 502671, 571448, 425877, 657557, 666185, 621573, 657041, 594965, 670912, 572761, 663855, 643778, 650893, 642211]",Milwaukee Brewers,Brett Anderson,True,"[456715, 596129, 592885, 598265, 541645, 543768, 621002, 444489, 607054, 649966, 474463, 642233, 656420, 641856, 502202, 656876]"
2021-04-11,Texas Rangers,Mike Foltynewicz,True,"[607043, 596019, 642086, 624413, 643446, 595879, 624424, 641645, 542340, 621512, 664850, 612434, 544727, 592273, 573186, 592836, 605204, 592390, 642082]",San Diego Padres,Adrian Morejon,True,"[572816, 595751, 516782, 656577, 542583, 605119, 594807, 660821, 665862, 500743, 595453, 650559, 595928, 622694, 642423, 446321, 656371, 595345, 542914, 542947, 571670]"
2021-04-11,San Francisco Giants,Anthony DeSclafani,True,"[656775, 641820, 623993, 663630, 663624, 621466, 596748, 547004, 600474, 520471, 602104, 605347, 669135, 669330, 542888, 643316]",Colorado Rockies,Germán Márquez,True,"[571771, 657077, 502110, 593428, 624414, 646240, 543877, 503556, 666915, 614173, 601713, 592169, 617228, 570488]"
2021-04-11,Arizona Diamondbacks,Luke Weaver,True,"[641796, 642165, 572233, 621500, 444482, 500871, 656976, 605113, 608348, 596133, 668942, 676840]",Cincinnati Reds,José De León,True,"[571980, 592206, 458015, 553993, 519058, 592135, 606157, 608334, 608385, 669222, 571657, 663886, 592254, 607468]"
2021-04-11,Los Angeles Dodgers,Clayton Kershaw,True,"[666158, 608369, 457759, 571970, 621035, 621458, 595014, 445276, 656716, 605131, 477132, 607461, 608349, 572041]",Washington Nationals,Max Scherzer,True,"[645302, 607208, 665742, 475582, 474568, 671277, 516770, 628450, 518960, 453286, 663432, 664057, 543272]"
